Punto de partida,punto de llegada,Linea,Minuto de viaje programada,Recorrido minimo observado,Marca de tiempo,Hora del día ,Dia de la semana,Es fin de semana,Transferir,Clima de lluvia,Ocupación Estimada,Evento especial
Calle 72,Calle 45,linea_roja,6,6.5,15/01/2025 04:48,4,2,0,0,0,375,0
Calle 72,Calle 45,linea_roja,6,5.41,03/01/2025 14:23,14,4,0,0,0,147,0
Calle 72,Calle 45,linea_roja,6,8.26,05/01/2025 16:39,16,6,1,0,0,349,0
Calle 72,Calle 45,linea_roja,6,6.57,06/01/2025 22:52,22,0,0,0,0,180,0
Calle 72,Calle 45,linea_roja,6,6.24,03/01/2025 03:44,3,4,0,0,0,166,0
Calle 72,Calle 45,linea_roja,6,8.02,10/01/2025 09:25,9,4,0,0,0,111,0
Calle 72,Calle 45,linea_roja,6,6.55,24/01/2025 02:42,2,4,0,0,1,95,0
Calle 72,Calle 45,linea_roja,6,8.49,23/01/2025 06:16,6,3,0,0,0,49,0
Calle 72,Calle 45,linea_roja,6,5.61,20/01/2025 12:22,12,0,0,0,0,35,0
Calle 72,Calle 45,linea_roja,6,6.08,21/01/2025 11:59,11,1,0,0,1,136,0
Calle 72,Calle 45,linea_roja,6,6,27/01/2025 20:32,20,0,0,0,0,290,0
Calle 72,Calle 45,linea_roja,6,8.68,22/01/2025 17:19,17,2,0,0,0,109,0
Calle 72,Calle 45,linea_roja,6,7.07,21/01/2025 14:54,14,1,0,0,0,169,0
Calle 72,Calle 45,linea_roja,6,5.95,18/01/2025 00:06,0,5,1,0,0,154,0
Calle 72,Calle 45,linea_roja,6,6.15,30/01/2025 12:19,12,3,0,0,0,42,0
Calle 72,Calle 45,linea_roja,6,5.62,03/01/2025 04:42,4,4,0,0,0,354,0
Calle 72,Calle 45,linea_roja,6,5.5,15/01/2025 14:00,14,2,0,0,0,270,0
Calle 72,Calle 45,linea_roja,6,7.93,06/01/2025 06:56,6,0,0,0,0,37,0
Calle 72,Calle 45,linea_roja,6,6.64,18/01/2025 10:34,10,5,1,0,0,337,0
Calle 72,Calle 45,linea_roja,6,9.35,08/01/2025 19:55,19,2,0,0,1,93,0
Calle 72,Calle 45,linea_roja,6,7.88,06/01/2025 16:27,16,0,0,0,0,55,0
Calle 72,Calle 45,linea_roja,6,5.86,04/01/2025 02:45,2,5,1,0,0,153,0
Calle 72,Calle 45,linea_roja,6,8.52,23/01/2025 07:41,7,3,0,0,0,186,1
Calle 72,Calle 45,linea_roja,6,6.54,03/01/2025 01:22,1,4,0,0,0,163,1
Calle 72,Calle 45,linea_roja,6,5.66,28/01/2025 01:01,1,1,0,0,0,93,0
Calle 72,Calle 45,linea_roja,6,5.45,14/01/2025 12:27,12,1,0,0,0,237,0
Calle 72,Calle 45,linea_roja,6,5.8,31/01/2025 00:54,0,4,0,0,0,363,0
Calle 72,Calle 45,linea_roja,6,5.99,20/01/2025 12:18,12,0,0,0,1,112,0
Calle 72,Calle 45,linea_roja,6,6.26,21/01/2025 10:11,10,1,0,0,0,43,0
Calle 72,Calle 45,linea_roja,6,5.87,21/01/2025 20:48,20,1,0,0,0,43,0
Calle 72,Calle 45,linea_roja,6,7.17,23/01/2025 13:41,13,3,0,0,1,178,0
Calle 72,Calle 45,linea_roja,6,5.9,22/01/2025 03:15,3,2,0,0,0,318,0
Calle 72,Calle 45,linea_roja,6,7.44,10/01/2025 19:39,19,4,0,0,0,393,0
Calle 72,Calle 45,linea_roja,6,8.39,05/01/2025 08:16,8,6,1,0,0,381,0
Calle 72,Calle 45,linea_roja,6,6.59,04/01/2025 10:31,10,5,1,0,0,389,0
Calle 72,Calle 45,linea_roja,6,8.19,16/01/2025 18:58,18,3,0,0,0,197,0
Calle 72,Calle 45,linea_roja,6,7.02,09/01/2025 08:47,8,3,0,0,0,388,0
Calle 72,Calle 45,linea_roja,6,7.34,17/01/2025 17:04,17,4,0,0,0,11,0
Calle 72,Calle 45,linea_roja,6,5.68,28/01/2025 20:49,20,1,0,0,0,30,1
Calle 72,Calle 45,linea_roja,6,8.92,20/01/2025 17:16,17,0,0,0,1,64,0
Calle 72,Calle 45,linea_roja,6,6.8,19/01/2025 23:37,23,6,1,0,1,48,0
Calle 72,Calle 45,linea_roja,6,5.46,04/01/2025 14:24,14,5,1,0,0,159,0
Calle 72,Calle 45,linea_roja,6,6.07,16/01/2025 13:15,13,3,0,0,0,198,0
Calle 72,Calle 45,linea_roja,6,6.03,26/01/2025 10:44,10,6,1,0,0,347,0
Calle 72,Calle 45,linea_roja,6,8.32,27/01/2025 07:03,7,0,0,0,0,6,0
Calle 72,Calle 45,linea_roja,6,7.96,30/01/2025 09:15,9,3,0,0,0,290,0
Calle 72,Calle 45,linea_roja,6,6.26,04/01/2025 13:47,13,5,1,0,0,297,0
Calle 72,Calle 45,linea_roja,6,8.65,01/01/2025 08:52,8,2,0,0,0,136,0
Calle 72,Calle 45,linea_roja,6,7.93,10/01/2025 17:27,17,4,0,0,0,233,0
Calle 72,Calle 45,linea_roja,6,7.15,04/01/2025 03:57,3,5,1,0,1,340,0
Calle 72,Calle 45,linea_roja,6,5.62,25/01/2025 11:58,11,5,1,0,0,351,0
Calle 72,Calle 45,linea_roja,6,7.27,10/01/2025 03:19,3,4,0,0,1,306,0
Calle 72,Calle 45,linea_roja,6,7.62,26/01/2025 07:29,7,6,1,0,0,111,0
Calle 72,Calle 45,linea_roja,6,6.08,06/01/2025 00:00,0,0,0,0,0,281,0
Calle 72,Calle 45,linea_roja,6,6.63,27/01/2025 05:15,5,0,0,0,0,25,0
Calle 72,Calle 45,linea_roja,6,6.45,09/01/2025 21:49,21,3,0,0,0,376,0
Calle 72,Calle 45,linea_roja,6,6.04,01/01/2025 21:43,21,2,0,0,0,197,0
Calle 72,Calle 45,linea_roja,6,8.31,21/01/2025 09:02,9,1,0,0,0,300,0
Calle 72,Calle 45,linea_roja,6,6.3,07/01/2025 00:33,0,1,0,0,0,186,0
Calle 72,Calle 45,linea_roja,6,5.96,14/01/2025 14:28,14,1,0,0,0,389,0
Calle 72,Calle 45,linea_roja,6,6.58,23/01/2025 12:40,12,3,0,0,0,68,0
Calle 72,Calle 45,linea_roja,6,8.29,22/01/2025 17:46,17,2,0,0,0,188,0
Calle 72,Calle 45,linea_roja,6,7.84,23/01/2025 19:44,19,3,0,0,0,99,0
Calle 72,Calle 45,linea_roja,6,6.15,08/01/2025 21:08,21,2,0,0,0,85,0
Calle 72,Calle 45,linea_roja,6,8.15,21/01/2025 17:59,17,1,0,0,0,162,0
Calle 72,Calle 45,linea_roja,6,5.99,11/01/2025 01:58,1,5,1,0,0,346,0
Calle 72,Calle 45,linea_roja,6,6.53,21/01/2025 13:41,13,1,0,0,0,86,0
Calle 72,Calle 45,linea_roja,6,6.1,24/01/2025 05:52,5,4,0,0,0,364,0
Calle 72,Calle 45,linea_roja,6,5.68,07/01/2025 20:06,20,1,0,0,0,386,0
Calle 72,Calle 45,linea_roja,6,5.93,14/01/2025 23:55,23,1,0,0,0,387,0
Calle 72,Calle 45,linea_roja,6,6.07,27/01/2025 14:04,14,0,0,0,0,280,0
Calle 72,Calle 45,linea_roja,6,5.39,14/01/2025 14:06,14,1,0,0,0,72,0
Calle 72,Calle 45,linea_roja,6,6.2,06/01/2025 13:14,13,0,0,0,0,309,0
Calle 72,Calle 45,linea_roja,6,7.96,22/01/2025 16:23,16,2,0,0,0,353,0
Calle 72,Calle 45,linea_roja,6,8.02,29/01/2025 07:21,7,2,0,0,0,240,0
Calle 72,Calle 45,linea_roja,6,5.82,28/01/2025 11:22,11,1,0,0,0,8,0
Calle 72,Calle 45,linea_roja,6,6.01,09/01/2025 11:37,11,3,0,0,0,232,0
Calle 72,Calle 45,linea_roja,6,6.77,22/01/2025 02:06,2,2,0,0,1,172,0
Calle 72,Calle 45,linea_roja,6,7.42,27/01/2025 17:16,17,0,0,0,0,224,0
Calle 72,Calle 45,linea_roja,6,5.34,23/01/2025 14:27,14,3,0,0,0,355,0
Calle 72,Calle 45,linea_roja,6,6.76,19/01/2025 23:11,23,6,1,0,1,167,0
Calle 72,Calle 45,linea_roja,6,4.91,28/01/2025 20:54,20,1,0,0,0,77,0
Calle 72,Calle 45,linea_roja,6,8.34,05/01/2025 18:30,18,6,1,0,0,280,0
Calle 72,Calle 45,linea_roja,6,7.43,17/01/2025 08:25,8,4,0,0,0,213,0
Calle 72,Calle 45,linea_roja,6,7.5,22/01/2025 19:50,19,2,0,0,0,16,0
Calle 72,Calle 45,linea_roja,6,6.66,14/01/2025 22:11,22,1,0,0,0,229,0
Calle 72,Calle 45,linea_roja,6,6.48,03/01/2025 05:03,5,4,0,0,0,288,0
Calle 72,Calle 45,linea_roja,6,8.8,20/01/2025 06:53,6,0,0,0,0,69,0
Calle 72,Calle 45,linea_roja,6,7.96,07/01/2025 17:18,17,1,0,0,0,310,0
Calle 72,Calle 45,linea_roja,6,5.53,22/01/2025 22:05,22,2,0,0,0,340,0
Calle 72,Calle 45,linea_roja,6,6.03,14/01/2025 14:31,14,1,0,0,0,278,0
Calle 72,Calle 45,linea_roja,6,5.79,11/01/2025 02:43,2,5,1,0,0,151,0
Calle 72,Calle 45,linea_roja,6,7.49,01/01/2025 19:05,19,2,0,0,0,391,0
Calle 72,Calle 45,linea_roja,6,6.68,21/01/2025 12:52,12,1,0,0,1,341,0
Calle 72,Calle 45,linea_roja,6,8.4,03/01/2025 08:09,8,4,0,0,0,171,0
Calle 72,Calle 45,linea_roja,6,5.29,18/01/2025 14:43,14,5,1,0,0,296,0
Calle 72,Calle 45,linea_roja,6,5.67,20/01/2025 03:32,3,0,0,0,0,137,0
Calle 72,Calle 45,linea_roja,6,8.18,30/01/2025 19:18,19,3,0,0,0,71,0
Calle 72,Calle 45,linea_roja,6,6.45,04/01/2025 02:47,2,5,1,0,0,71,0
Calle 72,Calle 45,linea_roja,6,8.08,13/01/2025 16:33,16,0,0,0,0,84,0
Calle 72,Calle 45,linea_roja,6,6.22,21/01/2025 02:36,2,1,0,0,0,46,0
Calle 72,Calle 45,linea_roja,6,5.49,08/01/2025 03:03,3,2,0,0,0,47,0
Calle 72,Calle 45,linea_roja,6,5.79,28/01/2025 11:22,11,1,0,0,0,306,0
Calle 72,Calle 45,linea_roja,6,8.9,19/01/2025 18:48,18,6,1,0,0,60,0
Calle 72,Calle 45,linea_roja,6,8.26,30/01/2025 19:55,19,3,0,0,0,314,0
Calle 72,Calle 45,linea_roja,6,7.53,14/01/2025 06:17,6,1,0,0,0,135,0
Calle 72,Calle 45,linea_roja,6,5.9,08/01/2025 03:59,3,2,0,0,0,369,0
Calle 72,Calle 45,linea_roja,6,8.58,17/01/2025 06:13,6,4,0,0,0,274,0
Calle 72,Calle 45,linea_roja,6,8.31,07/01/2025 06:39,6,1,0,0,0,85,0
Calle 72,Calle 45,linea_roja,6,7.31,29/01/2025 17:31,17,2,0,0,0,203,0
Calle 72,Calle 45,linea_roja,6,8.4,28/01/2025 08:41,8,1,0,0,0,76,0
Calle 72,Calle 45,linea_roja,6,8.07,28/01/2025 07:37,7,1,0,0,0,193,0
Calle 72,Calle 45,linea_roja,6,5.9,21/01/2025 11:06,11,1,0,0,0,347,0
Calle 72,Calle 45,linea_roja,6,7.4,07/01/2025 20:41,20,1,0,0,1,126,0
Calle 72,Calle 45,linea_roja,6,5.55,18/01/2025 11:58,11,5,1,0,0,371,0
Calle 72,Calle 45,linea_roja,6,6.6,22/01/2025 00:01,0,2,0,0,0,83,0
Calle 72,Calle 45,linea_roja,6,5.74,17/01/2025 15:24,15,4,0,0,0,60,0
Calle 72,Calle 45,linea_roja,6,6.27,04/01/2025 03:34,3,5,1,0,0,97,0
Calle 72,Calle 45,linea_roja,6,7.43,20/01/2025 09:00,9,0,0,0,0,109,0
Calle 72,Calle 45,linea_roja,6,5.81,26/01/2025 05:55,5,6,1,0,0,248,0
Calle 72,Calle 45,linea_roja,6,6.88,05/01/2025 13:38,13,6,1,0,1,140,0
Calle 72,Calle 45,linea_roja,6,6.09,12/01/2025 23:37,23,6,1,0,0,162,0
Calle 72,Calle 45,linea_roja,6,6.56,05/01/2025 15:43,15,6,1,0,0,273,0
Calle 72,Calle 45,linea_roja,6,6.83,17/01/2025 22:58,22,4,0,0,0,175,0
Calle 72,Calle 45,linea_roja,6,7.53,04/01/2025 19:58,19,5,1,0,0,292,0
Calle 72,Calle 45,linea_roja,6,7.37,19/01/2025 18:58,18,6,1,0,0,21,0
Calle 72,Calle 45,linea_roja,6,7.51,10/01/2025 22:21,22,4,0,0,1,297,0
Calle 72,Calle 45,linea_roja,6,6.67,06/01/2025 15:34,15,0,0,0,1,361,0
Calle 72,Calle 45,linea_roja,6,6.54,14/01/2025 03:17,3,1,0,0,0,138,0
Calle 72,Calle 45,linea_roja,6,8.22,30/01/2025 18:14,18,3,0,0,0,107,0
Calle 72,Calle 45,linea_roja,6,6.27,20/01/2025 23:52,23,0,0,0,0,233,0
Calle 72,Calle 45,linea_roja,6,6.96,24/01/2025 07:27,7,4,0,0,0,328,0
Calle 72,Calle 45,linea_roja,6,6.53,20/01/2025 10:23,10,0,0,0,0,274,0
Calle 72,Calle 45,linea_roja,6,7.87,17/01/2025 18:16,18,4,0,0,0,15,0
Calle 72,Calle 45,linea_roja,6,6.21,23/01/2025 01:56,1,3,0,0,0,282,0
Calle 72,Calle 45,linea_roja,6,8.52,30/01/2025 06:19,6,3,0,0,0,346,0
Calle 72,Calle 45,linea_roja,6,6.08,15/01/2025 22:34,22,2,0,0,1,350,0
Calle 72,Calle 45,linea_roja,6,6.43,14/01/2025 03:17,3,1,0,0,0,153,0
Calle 72,Calle 45,linea_roja,6,5.86,10/01/2025 15:46,15,4,0,0,0,139,0
Calle 72,Calle 45,linea_roja,6,5.75,10/01/2025 01:57,1,4,0,0,0,182,0
Calle 72,Calle 45,linea_roja,6,6.4,07/01/2025 02:06,2,1,0,0,0,67,0
Calle 72,Calle 45,linea_roja,6,6.6,10/01/2025 21:27,21,4,0,0,0,57,0
Calle 72,Calle 45,linea_roja,6,6.6,31/01/2025 03:30,3,4,0,0,1,246,0
Calle 72,Calle 45,linea_roja,6,5.69,01/01/2025 20:54,20,2,0,0,0,69,0
Calle 72,Calle 45,linea_roja,6,6.33,04/01/2025 02:45,2,5,1,0,0,386,0
Calle 72,Calle 45,linea_roja,6,6.23,26/01/2025 04:40,4,6,1,0,0,296,0
Calle 72,Calle 45,linea_roja,6,6.15,15/01/2025 06:02,6,2,0,0,0,174,0
Calle 72,Calle 45,linea_roja,6,6.46,23/01/2025 21:22,21,3,0,0,0,152,0
Calle 72,Calle 45,linea_roja,6,6.83,22/01/2025 23:54,23,2,0,0,0,325,0
Calle 72,Calle 45,linea_roja,6,7.79,05/01/2025 07:50,7,6,1,0,0,281,0
Calle 72,Calle 45,linea_roja,6,7.67,26/01/2025 16:02,16,6,1,0,0,248,0
Calle 72,Calle 45,linea_roja,6,5.8,01/01/2025 11:06,11,2,0,0,0,366,0
Calle 72,Calle 45,linea_roja,6,5.93,11/01/2025 02:11,2,5,1,0,0,69,0
Calle 72,Calle 45,linea_roja,6,5.95,25/01/2025 02:53,2,5,1,0,0,294,0
Calle 72,Calle 45,linea_roja,6,8.05,02/01/2025 17:35,17,3,0,0,0,283,0
Calle 72,Calle 45,linea_roja,6,7.16,18/01/2025 07:18,7,5,1,0,0,382,0
Calle 72,Calle 45,linea_roja,6,5.72,21/01/2025 13:49,13,1,0,0,0,275,0
Calle 72,Calle 45,linea_roja,6,5.83,14/01/2025 05:17,5,1,0,0,0,328,0
Calle 72,Calle 45,linea_roja,6,6.83,04/01/2025 06:41,6,5,1,0,0,117,0
Calle 72,Calle 45,linea_roja,6,6.26,20/01/2025 14:37,14,0,0,0,0,123,0
Calle 72,Calle 45,linea_roja,6,5.63,12/01/2025 03:38,3,6,1,0,0,307,0
Calle 72,Calle 45,linea_roja,6,5.88,22/01/2025 11:33,11,2,0,0,0,270,0
Calle 72,Calle 45,linea_roja,6,7.84,13/01/2025 08:32,8,0,0,0,0,297,0
Calle 72,Calle 45,linea_roja,6,8.06,29/01/2025 09:03,9,2,0,0,0,153,0
Calle 72,Calle 45,linea_roja,6,5.78,25/01/2025 15:18,15,5,1,0,0,229,0
Calle 72,Calle 45,linea_roja,6,8.62,03/01/2025 17:18,17,4,0,0,0,313,0
Calle 72,Calle 45,linea_roja,6,6.31,03/01/2025 12:51,12,4,0,0,1,69,0
Calle 72,Calle 45,linea_roja,6,7.67,25/01/2025 09:36,9,5,1,0,0,207,0
Calle 72,Calle 45,linea_roja,6,7.76,15/01/2025 22:30,22,2,0,0,1,93,0
Calle 72,Calle 45,linea_roja,6,7.23,08/01/2025 07:08,7,2,0,0,0,214,0
Calle 72,Calle 45,linea_roja,6,5.93,14/01/2025 11:22,11,1,0,0,0,79,0
Calle 72,Calle 45,linea_roja,6,7.11,01/01/2025 15:53,15,2,0,0,1,264,0
Calle 72,Calle 45,linea_roja,6,8.31,20/01/2025 19:35,19,0,0,0,0,224,0
Calle 72,Calle 45,linea_roja,6,6.51,25/01/2025 00:42,0,5,1,0,0,88,0
Calle 72,Calle 45,linea_roja,6,5.44,24/01/2025 05:51,5,4,0,0,0,393,0
Calle 72,Calle 45,linea_roja,6,6,11/01/2025 10:56,10,5,1,0,0,369,0
Calle 72,Calle 45,linea_roja,6,7.79,15/01/2025 16:22,16,2,0,0,0,177,0
Calle 72,Calle 45,linea_roja,6,7.95,21/01/2025 07:19,7,1,0,0,0,125,0
Calle 72,Calle 45,linea_roja,6,9.43,17/01/2025 07:37,7,4,0,0,1,159,0
Calle 72,Calle 45,linea_roja,6,7.78,28/01/2025 09:36,9,1,0,0,0,160,0
Calle 72,Calle 45,linea_roja,6,5.67,17/01/2025 00:08,0,4,0,0,0,93,0
Calle 72,Calle 45,linea_roja,6,7.82,05/01/2025 17:30,17,6,1,0,0,261,0
Calle 72,Calle 45,linea_roja,6,7.97,04/01/2025 18:15,18,5,1,0,0,61,0
Calle 72,Calle 45,linea_roja,6,7.98,18/01/2025 07:49,7,5,1,0,0,35,0
Calle 72,Calle 45,linea_roja,6,7.05,06/01/2025 14:38,14,0,0,0,0,57,0
Calle 72,Calle 45,linea_roja,6,4.81,24/01/2025 13:10,13,4,0,0,0,142,0
Calle 72,Calle 45,linea_roja,6,9.31,12/01/2025 17:40,17,6,1,0,1,93,0
Calle 72,Calle 45,linea_roja,6,6.08,05/01/2025 01:16,1,6,1,0,0,254,0
Calle 72,Calle 45,linea_roja,6,7.99,25/01/2025 16:00,16,5,1,0,0,5,0
Calle 72,Calle 45,linea_roja,6,7.88,11/01/2025 18:19,18,5,1,0,0,307,1
Calle 72,Calle 45,linea_roja,6,5.94,12/01/2025 23:21,23,6,1,0,0,342,0
Calle 45,Calle 26,linea_roja,5,4.75,06/01/2025 20:58,20,0,0,0,0,299,0
Calle 45,Calle 26,linea_roja,5,5.21,11/01/2025 01:10,1,5,1,0,0,288,0
Calle 45,Calle 26,linea_roja,5,5.38,19/01/2025 12:34,12,6,1,0,1,392,0
Calle 45,Calle 26,linea_roja,5,4.89,14/01/2025 21:43,21,1,0,0,0,102,0
Calle 45,Calle 26,linea_roja,5,4.49,30/01/2025 01:41,1,3,0,0,0,30,0
Calle 45,Calle 26,linea_roja,5,4.85,22/01/2025 23:26,23,2,0,0,0,289,0
Calle 45,Calle 26,linea_roja,5,4.46,06/01/2025 15:42,15,0,0,0,0,43,0
Calle 45,Calle 26,linea_roja,5,5.36,06/01/2025 05:43,5,0,0,0,1,51,0
Calle 45,Calle 26,linea_roja,5,4.47,16/01/2025 04:21,4,3,0,0,0,256,0
Calle 45,Calle 26,linea_roja,5,5.22,08/01/2025 01:30,1,2,0,0,1,323,0
Calle 45,Calle 26,linea_roja,5,4.99,19/01/2025 03:28,3,6,1,0,0,308,0
Calle 45,Calle 26,linea_roja,5,4.86,18/01/2025 05:32,5,5,1,0,0,80,0
Calle 45,Calle 26,linea_roja,5,5.08,01/01/2025 11:30,11,2,0,0,0,138,0
Calle 45,Calle 26,linea_roja,5,4.57,19/01/2025 02:07,2,6,1,0,0,216,0
Calle 45,Calle 26,linea_roja,5,4.83,17/01/2025 13:46,13,4,0,0,0,260,0
Calle 45,Calle 26,linea_roja,5,4.81,29/01/2025 14:30,14,2,0,0,0,73,0
Calle 45,Calle 26,linea_roja,5,7.19,08/01/2025 07:42,7,2,0,0,0,291,0
Calle 45,Calle 26,linea_roja,5,5.85,01/01/2025 21:24,21,2,0,0,1,151,0
Calle 45,Calle 26,linea_roja,5,5.27,11/01/2025 00:14,0,5,1,0,0,261,0
Calle 45,Calle 26,linea_roja,5,5.57,08/01/2025 10:19,10,2,0,0,0,260,0
Calle 45,Calle 26,linea_roja,5,5.06,12/01/2025 12:47,12,6,1,0,0,40,0
Calle 45,Calle 26,linea_roja,5,5.22,30/01/2025 16:04,16,3,0,0,0,152,0
Calle 45,Calle 26,linea_roja,5,4.72,14/01/2025 01:35,1,1,0,0,0,78,0
Calle 45,Calle 26,linea_roja,5,4.85,18/01/2025 02:29,2,5,1,0,0,355,0
Calle 45,Calle 26,linea_roja,5,5.1,09/01/2025 15:30,15,3,0,0,0,397,0
Calle 45,Calle 26,linea_roja,5,5.63,07/01/2025 14:27,14,1,0,0,0,39,0
Calle 45,Calle 26,linea_roja,5,5.26,13/01/2025 01:37,1,0,0,0,0,99,0
Calle 45,Calle 26,linea_roja,5,6.55,19/01/2025 08:17,8,6,1,0,0,112,0
Calle 45,Calle 26,linea_roja,5,4.88,31/01/2025 01:13,1,4,0,0,0,195,0
Calle 45,Calle 26,linea_roja,5,6.32,08/01/2025 06:06,6,2,0,0,0,393,0
Calle 45,Calle 26,linea_roja,5,5.01,26/01/2025 13:18,13,6,1,0,0,343,0
Calle 45,Calle 26,linea_roja,5,6.88,19/01/2025 09:40,9,6,1,0,0,150,0
Calle 45,Calle 26,linea_roja,5,8.05,21/01/2025 06:51,6,1,0,0,0,40,0
Calle 45,Calle 26,linea_roja,5,5.82,13/01/2025 17:16,17,0,0,0,0,313,0
Calle 45,Calle 26,linea_roja,5,6.59,25/01/2025 17:09,17,5,1,0,0,362,1
Calle 45,Calle 26,linea_roja,5,5.4,22/01/2025 16:22,16,2,0,0,0,34,0
Calle 45,Calle 26,linea_roja,5,5.28,15/01/2025 10:56,10,2,0,0,0,301,0
Calle 45,Calle 26,linea_roja,5,6.25,09/01/2025 17:53,17,3,0,0,0,188,0
Calle 45,Calle 26,linea_roja,5,4.74,30/01/2025 13:42,13,3,0,0,0,59,0
Calle 45,Calle 26,linea_roja,5,4.99,23/01/2025 11:38,11,3,0,0,0,114,0
Calle 45,Calle 26,linea_roja,5,6.03,14/01/2025 08:14,8,1,0,0,0,182,0
Calle 45,Calle 26,linea_roja,5,5.57,18/01/2025 10:19,10,5,1,0,0,231,0
Calle 45,Calle 26,linea_roja,5,4.87,23/01/2025 13:15,13,3,0,0,0,197,0
Calle 45,Calle 26,linea_roja,5,4.56,06/01/2025 13:36,13,0,0,0,0,23,0
Calle 45,Calle 26,linea_roja,5,4.68,19/01/2025 11:09,11,6,1,0,0,119,0
Calle 45,Calle 26,linea_roja,5,6.2,29/01/2025 16:00,16,2,0,0,0,345,0
Calle 45,Calle 26,linea_roja,5,6.63,01/01/2025 09:55,9,2,0,0,0,378,0
Calle 45,Calle 26,linea_roja,5,5.31,21/01/2025 21:47,21,1,0,0,0,103,0
Calle 45,Calle 26,linea_roja,5,5.09,21/01/2025 22:24,22,1,0,0,0,80,0
Calle 45,Calle 26,linea_roja,5,4.64,14/01/2025 04:06,4,1,0,0,0,121,0
Calle 45,Calle 26,linea_roja,5,5.15,17/01/2025 05:17,5,4,0,0,0,313,0
Calle 45,Calle 26,linea_roja,5,4.87,16/01/2025 13:33,13,3,0,0,0,236,0
Calle 45,Calle 26,linea_roja,5,6.84,12/01/2025 07:02,7,6,1,0,0,138,0
Calle 45,Calle 26,linea_roja,5,4.63,24/01/2025 23:00,23,4,0,0,0,358,0
Calle 45,Calle 26,linea_roja,5,5,27/01/2025 01:32,1,0,0,0,0,161,0
Calle 45,Calle 26,linea_roja,5,4.97,25/01/2025 15:19,15,5,1,0,0,357,0
Calle 45,Calle 26,linea_roja,5,5.52,04/01/2025 15:05,15,5,1,0,0,24,0
Calle 45,Calle 26,linea_roja,5,5.12,05/01/2025 04:35,4,6,1,0,0,336,0
Calle 45,Calle 26,linea_roja,5,4.75,27/01/2025 23:59,23,0,0,0,0,247,0
Calle 45,Calle 26,linea_roja,5,5.24,04/01/2025 20:08,20,5,1,0,0,279,0
Calle 45,Calle 26,linea_roja,5,5.53,20/01/2025 22:23,22,0,0,0,0,237,0
Calle 45,Calle 26,linea_roja,5,4.73,11/01/2025 12:42,12,5,1,0,0,304,0
Calle 45,Calle 26,linea_roja,5,5.1,18/01/2025 01:36,1,5,1,0,0,380,0
Calle 45,Calle 26,linea_roja,5,4.75,15/01/2025 10:59,10,2,0,0,0,26,0
Calle 45,Calle 26,linea_roja,5,4.93,09/01/2025 20:22,20,3,0,0,0,35,0
Calle 45,Calle 26,linea_roja,5,5.14,26/01/2025 21:50,21,6,1,0,0,45,1
Calle 45,Calle 26,linea_roja,5,6.61,21/01/2025 06:20,6,1,0,0,0,22,0
Calle 45,Calle 26,linea_roja,5,6.3,30/01/2025 06:31,6,3,0,0,0,301,0
Calle 45,Calle 26,linea_roja,5,5.12,15/01/2025 04:21,4,2,0,0,0,144,0
Calle 45,Calle 26,linea_roja,5,4.58,18/01/2025 00:45,0,5,1,0,0,200,0
Calle 45,Calle 26,linea_roja,5,6.64,18/01/2025 17:11,17,5,1,0,0,64,0
Calle 45,Calle 26,linea_roja,5,4.83,21/01/2025 03:09,3,1,0,0,0,133,0
Calle 45,Calle 26,linea_roja,5,4.68,30/01/2025 00:25,0,3,0,0,0,378,0
Calle 45,Calle 26,linea_roja,5,4.93,30/01/2025 14:49,14,3,0,0,0,205,0
Calle 45,Calle 26,linea_roja,5,6.51,11/01/2025 06:18,6,5,1,0,0,238,0
Calle 45,Calle 26,linea_roja,5,6.78,10/01/2025 18:27,18,4,0,0,0,390,0
Calle 45,Calle 26,linea_roja,5,5.7,14/01/2025 08:08,8,1,0,0,0,127,0
Calle 45,Calle 26,linea_roja,5,4.94,16/01/2025 00:48,0,3,0,0,0,54,0
Calle 45,Calle 26,linea_roja,5,7.2,10/01/2025 06:03,6,4,0,0,0,190,0
Calle 45,Calle 26,linea_roja,5,4.57,02/01/2025 12:07,12,3,0,0,0,144,0
Calle 45,Calle 26,linea_roja,5,4.94,07/01/2025 11:36,11,1,0,0,0,24,0
Calle 45,Calle 26,linea_roja,5,5.74,26/01/2025 14:15,14,6,1,0,1,246,0
Calle 45,Calle 26,linea_roja,5,4.59,16/01/2025 04:51,4,3,0,0,0,162,0
Calle 45,Calle 26,linea_roja,5,6.19,03/01/2025 08:54,8,4,0,0,0,329,0
Calle 45,Calle 26,linea_roja,5,5.43,09/01/2025 23:26,23,3,0,0,0,294,0
Calle 45,Calle 26,linea_roja,5,4.89,13/01/2025 23:52,23,0,0,0,0,297,0
Calle 45,Calle 26,linea_roja,5,4.92,29/01/2025 23:05,23,2,0,0,0,266,0
Calle 45,Calle 26,linea_roja,5,5.55,17/01/2025 17:36,17,4,0,0,0,38,0
Calle 45,Calle 26,linea_roja,5,6.46,01/01/2025 17:44,17,2,0,0,0,91,0
Calle 45,Calle 26,linea_roja,5,4.62,05/01/2025 13:20,13,6,1,0,0,88,0
Calle 45,Calle 26,linea_roja,5,4.8,14/01/2025 15:00,15,1,0,0,0,180,0
Calle 45,Calle 26,linea_roja,5,5.98,02/01/2025 06:50,6,3,0,0,0,213,0
